devices,date,time_slot,kfz_h,sv_h
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-10,08-12,7266.0,1274.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-10,12-16,9507.0,1188.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-10,16-20,10509.0,826.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-10,20-24,3847.0,254.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-11,00-04,1048.0,352.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-11,04-08,7223.0,1025.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-11,08-12,10289.0,562.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-11,12-16,11164.0,300.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-11,16-20,8576.0,253.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-11,20-24,2017.0,142.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-12,00-04,583.0,82.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-12,04-08,3688.0,98.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-12,08-12,9051.0,138.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-12,12-16,10981.0,132.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-12,16-20,4698.0,123.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-12,20-24,1685.0,103.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-13,00-04,635.0,340.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-13,04-08,3174.0,1247.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-13,08-12,4175.0,753.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-13,12-16,5485.0,1215.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-13,16-20,5327.0,1073.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-13,20-24,1574.0,293.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-14,00-04,564.0,328.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-14,04-08,3462.0,1459.0
